park,unit_code,park_type,region,state,year,month,recreation_visits,recreation_hours
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2024.0,10.0,34566,15485
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2024.0,11.0,0,0
Klondike Gold Rush NHP Alaska,KLGO,National Historical Park,Alaska,AK,2024.0,12.0,0,0
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,1.0,3045,5329
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,2.0,3248,5684
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,3.0,4901,8577
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,4.0,5254,9194
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,5.0,8855,15496
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,6.0,10637,18615
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,7.0,12622,22088
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,8.0,12290,21508
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,9.0,8099,14173
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,10.0,4972,8701
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,11.0,3582,6268
Klondike Gold Rush NHP Seattle,KLSE,National Historical Park,Pacific West ,WA,2024.0,12.0,4147,7257
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,1.0,46,60
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,2.0,131,185
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,3.0,114,160
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,4.0,434,625
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,5.0,1763,2558
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,6.0,1859,2699
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,7.0,2188,3177
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,8.0,2046,2971
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,9.0,1282,1859
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,10.0,770,1115
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,11.0,166,236
Knife River Indian Villages NHS,KNRI,National Historic Site,Midwest ,ND,2024.0,12.0,68,92
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,1.0,867,10617
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,2.0,727,10027
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,3.0,834,11619
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,4.0,1006,13741
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,5.0,1020,13671
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,6.0,1777,20104
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,7.0,1854,18873
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,8.0,2034,25266
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,9.0,1779,22029
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,10.0,2010,23970
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,11.0,1626,22746
Kobuk Valley NP,KOVA,National Park,Alaska,AK,2024.0,12.0,1699,22579
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,1.0,142905,71452
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,2.0,202158,101079
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,3.0,489431,244716
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,4.0,508807,254403
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,5.0,513672,256836
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,6.0,505273,252636
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,7.0,372196,186098
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,8.0,365178,182589
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,9.0,343303,171652
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,10.0,426231,213115
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,11.0,298912,149456
Korean War Veterans MEM,KOWA,National Memorial,National Capital ,DC,2024.0,12.0,176239,88119
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,1.0,946,1892
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,2.0,1000,2805
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,3.0,1360,3824
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,4.0,2180,11950
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,5.0,3753,65899
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,6.0,5593,95889
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,7.0,4739,99949
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,8.0,1310,13074
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,9.0,4509,47716
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,10.0,2867,18476
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,11.0,1515,3766
Lake Chelan NRA,LACH,National Recreation Area,Pacific West ,WA,2024.0,12.0,1043,2224
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,1.0,0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,2.0,0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,3.0,0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,4.0,0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,5.0,328,1118
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,6.0,5125,44658
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,7.0,6539,71422
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,8.0,4535,54588
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,9.0,1942,34398
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,10.0,36,9730
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,11.0,0,0
Lake Clark NP & PRES,LACL,National Park,Alaska,AK,2024.0,12.0,0,0
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,1.0,409137,3095257
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,2.0,448351,3454044
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,3.0,588581,4436112
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,4.0,649403,4729110
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,5.0,695908,4846878
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,6.0,646082,4397642
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,7.0,617515,4244361
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,8.0,540575,3782982
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,9.0,522108,3641430
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,10.0,512855,3800371
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,11.0,421664,3315899
Lake Mead NRA,LAKE,National Recreation Area,Pacific West ,NV,2024.0,12.0,360675,2863074
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,1.0,30508,176142
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,2.0,75496,417456
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,3.0,84884,495203
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,4.0,110178,657808
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,5.0,151393,907795
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,6.0,250246,1582696
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,7.0,170780,1011374
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,8.0,98398,605668
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,9.0,99853,586881
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,10.0,68922,410881
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,11.0,37532,214122
Lake Meredith NRA,LAMR,National Recreation Area,Intermountain ,TX,2024.0,12.0,34715,218004
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,1.0,32244,61765
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,2.0,48804,92978
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,3.0,58183,132805
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,4.0,64687,226925
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,5.0,74493,387558
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,6.0,162342,694360
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,7.0,211479,954320
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,8.0,195906,861992
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,9.0,111446,391189
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,10.0,64414,199828
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,11.0,38978,89820
Lake Roosevelt NRA,LARO,National Recreation Area,Pacific West ,WA,2024.0,12.0,28513,53486
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,1.0,7116,43368
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,2.0,6786,41892
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,3.0,6072,38469
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,4.0,6978,44073
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,5.0,34227,268404
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,6.0,72903,882639
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,7.0,92058,1138521
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,8.0,16641,172254
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,9.0,56526,630678
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,10.0,42657,376125
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,11.0,11793,85941
Lassen Volcanic NP,LAVO,National Park,Pacific West ,CA,2024.0,12.0,3894,25233
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,1.0,3210,10035
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,2.0,7536,20850
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,3.0,5901,17062
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,4.0,7044,26370
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,5.0,12180,52392
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,6.0,20568,65580
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,7.0,22490,65525
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,8.0,21966,66255
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,9.0,9984,36774
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,10.0,6788,23600
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,11.0,5370,18375
Lava Beds NM,LABE,National Monument,Pacific West ,CA,2024.0,12.0,4526,12184
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,1.0,9408,4704
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,2.0,15555,7777
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,3.0,20519,10259
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,4.0,21672,10836
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,5.0,24764,12382
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,6.0,28939,14469
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,7.0,25470,12735
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,8.0,25272,12636
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,9.0,22353,11177
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,10.0,21149,10575
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,11.0,15182,7591
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,DC,2024.0,12.0,11075,5538
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,1.0,8408,8598
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,2.0,10365,10615
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,3.0,17289,20323
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,4.0,20120,26711
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,5.0,26658,35627
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,6.0,35291,55655
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,7.0,40473,77159
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,8.0,39148,73461
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,9.0,26119,39574
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,10.0,21812,26137
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,11.0,11551,13552
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,OR,2024.0,12.0,9884,11581
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,1.0,1556,1751
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,2.0,2193,2467
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,3.0,3750,4219
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,4.0,10406,11707
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,5.0,7510,8448
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,6.0,26481,29791
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,7.0,55434,62364
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,8.0,4951,5569
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,9.0,9710,10923
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,10.0,2217,2494
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,11.0,3739,4206
Lincoln Boyhood NMEM,LIBO,National Memorial,Midwest ,IN,2024.0,12.0,1957,2202
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,1.0,2110,1889
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,2.0,4793,4308
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,3.0,13824,12283
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,4.0,20859,18614
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,5.0,21653,19258
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,6.0,18979,16983
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,7.0,21985,19780
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,8.0,15633,13857
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,9.0,11164,9857
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,10.0,13561,13196
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,11.0,6292,5627
Lincoln Home NHS,LIHO,National Historic Site,Midwest ,IL,2024.0,12.0,3669,3281
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,1.0,368437,184219
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,2.0,472064,236032
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,3.0,903072,451536
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,4.0,900768,450384
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,5.0,848971,424485
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,6.0,844960,422480
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,7.0,783104,391552
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,8.0,816693,408347
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,9.0,686923,343461
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,10.0,764693,382347
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,11.0,634485,317243
Lincoln MEM,LINC,National Memorial,National Capital ,DC,2024.0,12.0,455179,227589
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,1.0,519,519
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,2.0,636,636
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,3.0,1317,1317
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,4.0,1800,1800
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,5.0,4999,4999
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,6.0,29286,29286
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,7.0,25896,25896
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,8.0,18817,18818
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,9.0,21631,21631
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,10.0,5089,5089
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,11.0,1209,1209
Little Bighorn Battlefield NM,LIBI,National Monument,Intermountain ,MT,2024.0,12.0,626,626
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,1.0,31319,24934
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,2.0,41651,34460
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,3.0,67254,58839
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,4.0,63991,56986
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,5.0,86197,334786
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,6.0,100680,390174
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,7.0,88700,343809
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,8.0,66091,256864
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,9.0,51170,197524
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,10.0,67974,56412
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,11.0,57806,48045
Little River Canyon NPRES,LIRI,National Preserve,Southeast ,AL,2024.0,12.0,40376,33996
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,1.0,2377,2377
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,2.0,4340,4340
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,3.0,10470,10470
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,4.0,8334,8334
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,5.0,6644,6644
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,6.0,5387,5387
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,7.0,5947,5947
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,8.0,3608,3608
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,9.0,3905,3905
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,10.0,5390,5390
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,11.0,4229,4229
Little Rock Central High School NHS,CHSC,National Historic Site,Midwest ,AR,2024.0,12.0,3136,3136
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,1.0,2729,4094
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,2.0,3476,5214
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,3.0,3903,5854
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,4.0,5213,7820
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,5.0,6370,9555
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,6.0,6084,9126
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,7.0,4885,7328
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,8.0,5153,7730
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,9.0,5493,8240
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,10.0,2576,3864
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,11.0,3437,5156
Longfellow House Washington's HQ NHS,LONG,National Historic Site,Northeast ,MA,2024.0,12.0,2177,3266
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,1.0,4807,8788
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,2.0,5145,8796
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,3.0,12854,23501
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,4.0,15559,28640
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,5.0,21333,38582
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,6.0,17347,28246
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,7.0,143289,212043
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,8.0,12713,18162
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,9.0,8587,12146
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,10.0,11918,18558
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,11.0,6967,11280
Lowell NHP,LOWE,National Historical Park,Northeast ,MA,2024.0,12.0,3937,6700
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,1.0,9939,31002
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,2.0,10406,32361
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,3.0,14125,42243
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,4.0,17269,49383
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,5.0,10185,30820
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,6.0,7112,21510
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,7.0,9515,29798
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,8.0,7496,23664
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,9.0,7409,22576
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,10.0,10710,31394
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,11.0,9568,26922
Lyndon B. Johnson NHP,LYJO,National Historical Park,Intermountain ,TX,2024.0,12.0,5544,14654
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,1.0,167,250
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,2.0,574,861
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,3.0,539,808
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,4.0,655,982
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,5.0,505,758
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,6.0,612,918
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,7.0,1422,2133
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,8.0,436,654
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,9.0,342,513
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,10.0,352,528
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,11.0,425,638
Maggie L. Walker NHS,MAWA,National Historic Site,Northeast ,VA,2024.0,12.0,281,422
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,1.0,18190,100102
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,2.0,27516,155675
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,3.0,85608,642535
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,4.0,67497,560886
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,5.0,67741,603751
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,6.0,94055,775073
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,7.0,102556,805182
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,8.0,86945,662164
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,9.0,49835,409505
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,10.0,75732,633108
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,11.0,40758,295774
Mammoth Cave NP,MACA,National Park,Southeast ,KY,2024.0,12.0,30609,183512
